,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,date,부채비율
2345,한국맥널티,500,752,10301,0.77,149572,68.22,-3.84,428,529,225,21,28.97,182.76,428,529,225,21.0,28.97,182.76,2020-08-04,0.42533081285444235
1951,SM C&C,500,1637,94610,3.02,843785,69.2,3.24,1667,3507,2342,48,-15.42,331.58,1667,3507,2342,48.0,-15.42,331.58,2020-08-04,0.6678072426575421
67,한미약품,2500,32864,11843,14.58,252568,70.06,7.3,11136,19137,10914,1039,9.62,24.3,11136,19137,10914,1039.0,9.62,24.3,2020-08-04,0.5703088258347704
2701,에이루트,500,394,7941,0.99,155356,70.93,2.49,313,1903,1008,-10,40.82,80.99,313,1903,1008,-10.0,40.82,80.99,2020-08-04,0.5296899632159747
2146,이글벳,500,1077,12642,1.01,1384539,72.2,3.52,344,459,104,19,13.75,69.81,344,459,104,19.0,13.75,69.81,2020-08-04,0.22657952069716775
310,지역난방공사,5000,4087,11579,1.14,19940,73.54,-1.66,23679,58926,43632,422,-4.8,190.69,23679,58926,43632,422.0,-4.8,190.69,2020-08-04,0.7404541289074432
2474,이건홀딩스,1000,604,22585,0.35,69682,74.31,2.8,4703,6803,3954,166,52.83,26.37,4703,6803,3954,166.0,52.83,26.37,2020-08-04,0.581214170219021
2088,아이티센,500,1198,19907,0.47,260281,74.32,1.06,15424,3929,2282,241,180.85,189.7,15424,3929,2282,241.0,180.85,189.7,2020-08-04,0.5808093662509545
153,대웅제약,2500,12687,11587,5.24,149582,75.41,4.34,11134,12457,6097,447,7.95,61.93,11134,12457,6097,447.0,7.95,61.93,2020-08-04,0.489443686280806
1571,상아프론테크,500,7564,15725,1.43,376856,77.08,9.47,1862,2483,1045,149,2.25,5.27,1862,2483,1045,149.0,2.25,5.27,2020-08-04,0.4208618606524366
1045,태원물산,500,274,7600,0.8,12457,78.37,1.67,219,382,60,1,-0.04,49.2,219,382,60,1.0,-0.04,49.2,2020-08-04,0.15706806282722513
1549,에스앤에스텍,500,9483,19735,5.3,894042,78.9,12.0,845,1356,470,111,38.43,113.99,845,1356,470,111.0,38.43,113.99,2020-08-04,0.3466076696165192
1636,디앤씨미디어,500,4615,12275,4.55,96983,79.49,12.44,421,534,119,79,31.35,23.2,421,534,119,79.0,31.35,23.2,2020-08-04,0.22284644194756553
2172,엘티씨,500,1038,7520,0.64,433630,79.77,0.87,921,1727,807,37,-4.88,11.96,921,1727,807,37.0,-4.88,11.96,2020-08-04,0.46728430804863924
1910,옴니텔,500,1814,40495,0.96,463970,80.0,5.55,77,598,237,20,47.51,243.93,77,598,237,20.0,47.51,243.93,2020-08-04,0.3963210702341137
127,한올바이오파마,500,15881,52241,6.36,296852,80.42,14.9,1085,1914,510,171,18.09,212.21,1085,1914,510,171.0,18.09,212.21,2020-08-04,0.2664576802507837
1573,바이넥스,500,7491,31741,7.31,5115383,85.82,5.49,1253,2028,414,113,20.39,63.91,1253,2028,414,113.0,20.39,63.91,2020-08-04,0.20414201183431951
124,NHN,500,16630,19565,11.5,98378,86.91,0.78,14886,25003,6716,867,17.72,26.28,14886,25003,6716,867.0,17.72,26.28,2020-08-04,0.26860776706795186
1590,유비케어,500,6577,52197,1.57,5646090,87.5,6.66,1109,1367,309,124,10.97,29.23,1109,1367,309,124.0,10.97,29.23,2020-08-04,0.2260424286759327
1929,켐온,100,1743,63861,0.12,65671535,88.06,5.42,209,446,75,19,7.52,204.38,209,446,75,19.0,7.52,204.38,2020-08-04,0.1681614349775785
2185,휴맥스,500,1014,23912,12.43,1315500,88.33,5.04,11739,10221,6024,229,-18.42,183.46,11739,10221,6024,229.0,-18.42,183.46,2020-08-04,0.5893748165541532
2263,국영지앤엠,500,876,34895,2.52,676351,89.64,2.08,730,687,158,10,29.68,207.72,730,687,158,10.0,29.68,207.72,2020-08-04,0.22998544395924309
409,신성이엔지,500,2685,184525,1.08,6076188,90.94,1.77,4511,4166,2944,97,6.23,334.07,4511,4166,2944,97.0,6.23,334.07,2020-08-04,0.7066730676908305
1754,남화산업,200,2728,20588,0.07,79858,91.38,2.3,150,1473,123,55,11.59,48.57,150,1473,123,55.0,11.59,48.57,2020-08-04,0.0835030549898167
615,삼일제약,1000,1313,6500,3.47,53620,91.82,1.33,1211,1839,1216,48,28.02,184.14,1211,1839,1216,48.0,28.02,184.14,2020-08-04,0.6612289287656336
2245,위니아딤채,500,901,35967,0.84,66701,92.78,5.92,7505,4707,3514,206,34.65,1791.76,7505,4707,3514,206.0,34.65,1791.76,2020-08-04,0.7465476949224559
388,이연제약,500,2968,16770,0.94,469598,93.65,2.68,1316,2745,522,79,6.97,221.09,1316,2745,522,79.0,6.97,221.09,2020-08-04,0.1901639344262295
2097,AP위성,500,1179,15015,1.68,119128,94.58,0.87,457,1026,204,71,6.56,708.53,457,1026,204,71.0,6.56,708.53,2020-08-04,0.19883040935672514
1818,아모그린텍,500,2227,16497,0.36,163346,98.54,8.61,934,888,506,26,9.85,183.44,934,888,506,26.0,9.85,183.44,2020-08-04,0.5698198198198198
2007,삼륭물산,500,1413,15125,0.22,463621,99.36,0.85,887,1256,541,16,4.41,40.56,887,1256,541,16.0,4.41,40.56,2020-08-04,0.4307324840764331
277,에이프로젠 KIC,500,5039,178678,1.43,7349328,100.71,4.7,782,6544,1275,26,53.29,63.09,782,6544,1275,26.0,53.29,63.09,2020-08-04,0.19483496332518338
1798,대보마그네틱,500,2380,6868,0.61,169060,100.73,11.79,239,622,271,47,15.76,10.69,239,622,271,47.0,15.76,10.69,2020-08-04,0.43569131832797425
1500,셀트리온헬스케어,1000,147621,151406,17.65,1275566,108.82,3.94,11009,28489,11830,828,54.3,428.55,11009,28489,11830,828.0,54.3,428.55,2020-08-04,0.4152479904524553
2014,큐에스아이,500,1399,8278,4.37,33731,110.46,2.08,227,585,40,4,20.48,139.55,227,585,40,4.0,20.48,139.55,2020-08-04,0.06837606837606838
2048,이랜텍,500,1296,22657,1.19,3661437,112.16,7.92,7290,4205,2559,363,61.36,2800.25,7290,4205,2559,363.0,61.36,2800.25,2020-08-04,0.6085612366230678
2684,팬스타엔터프라이즈,500,412,52318,3.73,244047,112.57,2.07,372,693,264,16,31.11,117.92,372,693,264,16.0,31.11,117.92,2020-08-04,0.38095238095238093
548,한세예스24홀딩스,500,1586,40000,2.3,16488,113.29,7.58,27710,17314,11355,977,9.89,72.94,27710,17314,11355,977.0,9.89,72.94,2020-08-04,0.6558276539216819
320,이월드,1000,4007,103140,0.6,406143,114.26,4.67,1832,4818,948,174,445.66,280.94,1832,4818,948,174.0,445.66,280.94,2020-08-04,0.19676214196762143
60,한미사이언스,500,36042,66011,1.56,6139892,115.19,4.73,8166,9108,2651,380,15.34,45.24,8166,9108,2651,380.0,15.34,45.24,2020-08-04,0.29106280193236717
838,혜인,500,651,12713,1.36,290005,116.36,4.55,2609,2183,1228,118,20.36,91.29,2609,2183,1228,118.0,20.36,91.29,2020-08-04,0.5625286303252405
1560,유바이오로직스,500,8227,27842,0.83,11372262,117.26,-2.92,331,928,578,98,32.86,84.66,331,928,578,98.0,32.86,84.66,2020-08-04,0.6228448275862069
6,셀트리온,1000,407517,134939,21.18,878207,120.13,11.19,11285,38937,9867,3781,14.91,11.62,11285,38937,9867,3781.0,14.91,11.62,2020-08-04,0.2534093535711534
1539,삼천당제약,500,10845,22569,6.8,263260,123.84,6.82,1866,2902,670,252,16.66,62.65,1866,2902,670,252.0,16.66,62.65,2020-08-04,0.2308752584424535
1550,엘앤씨바이오,500,9108,7292,4.35,53449,125.65,13.11,292,662,60,90,37.24,64.9,292,662,60,90.0,37.24,64.9,2020-08-04,0.09063444108761329
1758,전파기지국,500,2675,52860,0.24,439310,126.5,2.96,863,1497,798,35,30.84,67.8,863,1497,798,35.0,30.84,67.8,2020-08-04,0.533066132264529
61,SK케미칼,5000,35224,11741,11.06,1052519,128.87,1.51,14272,21317,14130,803,4.35,75.67,14272,21317,14130,803.0,4.35,75.67,2020-08-04,0.6628512454848243
1529,레고켐바이오,500,13145,23684,9.31,817078,129.07,12.61,575,1415,256,84,127.81,152.68,575,1415,256,84.0,127.81,152.68,2020-08-04,0.18091872791519434
1501,씨젠,500,72511,26234,14.6,3795381,131.06,19.01,1220,1957,429,224,19.25,111.05,1220,1957,429,224.0,19.25,111.05,2020-08-04,0.21921308124680633
885,세우글로벌,500,537,28705,1.6,304428,133.57,0.23,275,455,57,11,-14.8,141.55,275,455,57,11.0,-14.8,141.55,2020-08-04,0.12527472527472527
456,삼성출판사,500,2205,10000,0.79,104976,137.81,5.49,2020,2415,1200,48,8.59,44.92,2020,2415,1200,48.0,8.59,44.92,2020-08-04,0.4968944099378882
2285,로체시스템즈,500,835,15297,41.62,222988,140.0,1.84,798,1200,547,43,7.81,509.85,798,1200,547,43.0,7.81,509.85,2020-08-04,0.4558333333333333
1840,파인테크닉스,500,2099,42843,0.27,8037236,148.48,0.59,1343,1419,589,69,3.55,136.83,1343,1419,589,69.0,3.55,136.83,2020-08-04,0.41508104298801973
1928,키네마스터,500,1747,13546,6.05,124187,150.0,0.5,194,143,18,3,51.78,110.18,194,143,18,3.0,51.78,110.18,2020-08-04,0.1258741258741259
1789,에스퓨얼셀,500,2476,5744,3.61,484099,150.7,4.79,380,697,377,22,20.52,11.99,380,697,377,22.0,20.52,11.99,2020-08-04,0.5408895265423243
1597,CMG제약,500,6236,138892,6.53,6052311,154.83,2.15,586,1922,121,26,17.56,1.4,586,1922,121,26.0,17.56,1.4,2020-08-04,0.06295525494276795
2374,티엘아이,500,724,9873,0.71,109071,155.96,2.0,420,798,50,3,-13.43,101.33,420,798,50,3.0,-13.43,101.33,2020-08-04,0.06265664160401002
720,영화금속,500,932,45451,0.38,1611951,157.69,0.38,2326,2019,1312,20,2.59,88.62,2326,2019,1312,20.0,2.59,88.62,2020-08-04,0.6498266468548787
1867,빅텍,200,1972,27731,3.16,2857293,158.0,5.22,490,936,535,26,0.44,74.4,490,936,535,26.0,0.44,74.4,2020-08-04,0.5715811965811965
2278,포비스티앤씨,500,846,86559,1.53,3045246,162.83,-3.42,204,1024,452,78,30.64,310.2,204,1024,452,78.0,30.64,310.2,2020-08-04,0.44140625
1613,랩지노믹스,500,5576,11164,0.99,2652025,163.24,3.18,332,495,191,11,20.47,151.97,332,495,191,11.0,20.47,151.97,2020-08-04,0.38585858585858585
588,신원,500,1412,85042,1.53,832599,166.0,0.74,6749,4034,2019,90,8.59,512.63,6749,4034,2019,90.0,8.59,512.63,2020-08-04,0.5004957858205256
2055,알엔투테크놀로지,500,1274,7037,2.15,148947,170.75,3.38,210,505,188,28,21.31,84.03,210,505,188,28.0,21.31,84.03,2020-08-04,0.3722772277227723
3,삼성바이오로직스,2500,486313,66165,10.17,107412,174.92,4.77,7016,59116,15572,917,30.94,64.77,7016,59116,15572,917.0,30.94,64.77,2020-08-04,0.2634143040801137
621,써니전자,500,1282,34845,2.9,870454,184.0,1.28,256,615,76,42,37.1,553.32,256,615,76,42.0,37.1,553.32,2020-08-04,0.12357723577235773
603,이수화학,5000,1355,15278,3.53,109690,188.72,-2.4,15162,10680,6868,94,-0.97,26.65,15162,10680,6868,94.0,-0.97,26.65,2020-08-04,0.6430711610486891
125,일양약품,2500,16605,19086,9.89,4928341,200.0,5.2,3246,4375,2147,325,8.18,94.42,3246,4375,2147,325.0,8.18,94.42,2020-08-04,0.49074285714285715
2168,지니틱스,100,1044,35402,0.26,3129683,210.71,1.96,549,428,141,54,17.99,28.45,549,428,141,54.0,17.99,28.45,2020-08-04,0.3294392523364486
2706,씨씨에스,500,389,45976,1.8,0,211.5,-0.66,203,343,72,4,-3.3,110.75,203,343,72,4.0,-3.3,110.75,2020-08-04,0.2099125364431487
261,한진,5000,5772,11975,12.46,241174,218.1,-0.34,20623,35484,24945,907,5.72,115.44,20623,35484,24945,907.0,5.72,115.44,2020-08-04,0.7029928982076429
2096,YBM넷,500,1181,16313,1.06,450147,219.39,4.24,601,757,336,26,-4.04,160.78,601,757,336,26.0,-4.04,160.78,2020-08-04,0.4438573315719947
1627,대아티아이,100,4909,71152,6.59,2543080,222.58,2.32,1142,1483,516,90,11.22,15.7,1142,1483,516,90.0,11.22,15.7,2020-08-04,0.34794335805799054
162,영진약품,500,11979,182893,4.59,4528302,233.93,4.43,2205,2004,847,100,18.3,556.35,2205,2004,847,100.0,18.3,556.35,2020-08-04,0.4226546906187625
2633,NE능률,500,453,16072,0.38,39894,235.0,1.26,846,923,348,29,-1.58,232.51,846,923,348,29.0,-1.58,232.51,2020-08-04,0.37703141928494044
1825,라파스,500,2198,8389,0.0,1111499,244.86,0.37,182,629,150,-4,80.75,88.64,182,629,150,-4.0,80.75,88.64,2020-08-04,0.2384737678855326
2762,청보산업,500,327,8179,1.63,470894,249.69,1.42,221,409,189,2,1.37,123.55,221,409,189,2.0,1.37,123.55,2020-08-04,0.4621026894865526
566,세종공업,500,1510,25036,1.66,1044816,262.17,1.52,12217,9960,6148,132,11.11,6224.31,12217,9960,6148,132.0,11.11,6224.31,2020-08-04,0.6172690763052209
2570,로고스바이오,500,509,3595,1.0,525810,272.12,0.56,78,246,37,-4,37.33,79.27,78,246,37,-4.0,37.33,79.27,2020-08-04,0.15040650406504066
2201,우정바이오,500,976,11223,1.84,305282,290.0,1.16,323,577,306,6,35.91,120.35,323,577,306,6.0,35.91,120.35,2020-08-04,0.5303292894280762
504,일신석재,500,1840,77457,0.72,723753,296.88,1.77,667,873,353,18,23.12,21.28,667,873,353,18.0,23.12,21.28,2020-08-04,0.4043528064146621
1954,엘컴텍,500,1626,84448,0.27,1069267,320.83,1.51,462,835,101,35,14.95,239.12,462,835,101,35.0,14.95,239.12,2020-08-04,0.12095808383233533
141,파미셀,500,13880,59959,6.24,5444871,326.06,8.78,325,633,117,20,14.57,654.71,325,633,117,20.0,14.57,654.71,2020-08-04,0.1848341232227488
1503,셀트리온제약,500,42467,35807,8.31,300474,402.03,3.13,1735,4710,1909,147,18.13,312.83,1735,4710,1909,147.0,18.13,312.83,2020-08-04,0.405307855626327
1593,위메이드,500,6384,16800,7.03,119096,413.04,-4.03,1136,2963,616,-93,-10.57,74.2,1136,2963,616,-93.0,-10.57,74.2,2020-08-04,0.20789740128248396
2749,피에스엠씨,500,344,40017,2.84,59087,430.0,0.49,380,355,151,-9,-13.18,54.33,380,355,151,-9.0,-13.18,54.33,2020-08-04,0.4253521126760563
2147,아이에이,100,1077,241417,2.32,753812,446.0,3.34,678,1093,495,27,0.85,364.89,678,1093,495,27.0,0.85,364.89,2020-08-04,0.45288197621225984
2772,네이블,500,304,6530,0.0,65701,581.25,-1.54,124,259,20,-5,-21.93,79.71,124,259,20,-5.0,-21.93,79.71,2020-08-04,0.07722007722007722
2145,KPX생명과학,500,1078,15000,3.14,284182,798.89,2.0,376,719,115,6,14.85,130.28,376,719,115,6.0,14.85,130.28,2020-08-04,0.1599443671766342
319,SK증권,500,4036,472590,6.95,11909284,854.0,5.62,5502,41395,35693,214,2.99,65.66,5502,41395,35693,214.0,2.99,65.66,2020-08-04,0.8622538953979949
1507,알테오젠,500,26970,13996,13.04,574327,1064.64,-1.03,292,860,158,-23,113.3,70.6,292,860,158,-23.0,113.3,70.6,2020-08-04,0.18372093023255814
2525,CNH,2500,556,37200,1.36,78171,1495.0,15.27,1678,4653,3555,211,168.05,1113.66,1678,4653,3555,211.0,168.05,1113.66,2020-08-04,0.7640232108317214
753,태평양물산,500,845,48150,2.57,288110,1755.0,6.99,9716,6133,4290,432,-0.04,32.85,9716,6133,4290,432.0,-0.04,32.85,2020-08-04,0.6994945377466166
